itemset,Support
"(260, 296, 1196, 1198, 2329)",52
"(260, 1196, 1198, 2329, 2571)",52
"(110, 356, 1197, 1210)",52
"(110, 260, 356, 1036, 1210, 2571)",52
"(260, 296, 1196, 1210, 1270, 2115)",52
"(260, 296, 318, 1198, 2762)",52
"(260, 296, 589, 1196, 1210, 1240, 2858)",52
"(1198, 1210, 1240, 2858)",52
"(296, 593, 608, 1214, 2571)",52
"(47, 1214, 4226)",52
"(1214, 2858, 4226)",52
"(356, 4993, 44191)",52
"(260, 356, 1097, 1198)",52
"(260, 1198, 1210, 1240, 2858)",52
"(1196, 1198, 1210, 1240, 2858)",52
"(260, 589, 1196, 1198, 1240, 1265)",52
"(50, 260, 296, 1196, 2329, 2571)",52
"(296, 318, 1198, 2329)",52
"(47, 296, 1196, 2858, 4226)",52
"(260, 608, 1196, 1210, 4306)",52
"(356, 2571, 4886, 4963)",52
"(260, 356, 4886, 4963)",52
"(296, 356, 593, 1196, 1210, 2571, 2858)",52
"(260, 1210, 2571, 44191)",52
"(296, 1196, 1214, 2571, 4226)",52
"(260, 296, 1196, 1214, 4226)",52
"(260, 648, 1196, 1214)",52
"(648, 1196, 1210, 1214)",52
"(47, 589, 593, 858)",52
"(47, 260, 608, 1196, 1210, 1265)",52
"(296, 608, 1196, 1198, 1210, 1265)",52
"(47, 296, 527, 1196, 2571)",52
"(47, 356, 527, 1196)",52
"(1, 296, 1210, 1240, 1291)",52
"(1, 260, 1210, 1240, 1291, 2571)",52
"(260, 296, 318, 593, 1196, 1210, 2858)",52
"(858, 1214, 4226)",52
"(296, 356, 1196, 1210, 1240, 1291)",52
"(260, 1196, 4886, 4963)",52
"(47, 1196, 1210, 1240, 2858)",52
"(318, 593, 1210, 2571, 4226)",52
"(1, 589, 1196, 1240, 1265)",52
"(260, 1198, 1240, 1265, 2571)",52
"(260, 589, 1198, 1240, 1265)",52
"(1196, 1198, 1240, 1265, 2571)",52
"(260, 1196, 1198, 1240, 1265, 2571)",52
"(589, 1196, 1198, 1240, 1265)",52
"(260, 608, 1196, 2571, 4226)",52
"(608, 1198, 2571, 4226)",52
"(260, 318, 608, 2571, 4226)",52
"(47, 318, 356, 593, 858, 2571)",52
"(318, 608, 1196, 4226)",52
"(593, 1214, 2571, 4226)",52
"(356, 1214, 2571, 4226)",52
"(260, 296, 1214, 2571, 4226)",52
"(356, 1214, 2571, 4306)",52
"(589, 858, 1196, 1210, 1221, 2571)",52
"(260, 648, 1196, 1210, 1214)",52
"(1198, 1214, 4226)",52
"(110, 356, 1036, 1210, 2571)",52
"(296, 356, 593, 1198, 2762)",52
"(296, 356, 1198, 2571, 2762)",52
"(296, 1196, 1210, 1270, 2115)",52
"(110, 1036, 2762)",52
"(110, 318, 1291)",52
"(110, 593, 1291)",52
"(110, 296, 356, 1291, 2571)",52
"(110, 260, 296, 1291, 2571)",52
"(260, 356, 608, 1210, 2716)",52
"(50, 296, 527, 2329)",52
"(50, 296, 593, 1196, 2329)",52
"(608, 1265, 2762)",52
"(32, 1214, 2762)",52
"(858, 1214, 2571, 2762)",52
"(260, 318, 593, 1196, 1210, 2571, 2858)",52
"(260, 296, 318, 356, 1196, 1210, 2858)",52
"(296, 318, 1214, 4226)",52
"(296, 593, 1214, 4226)",52
"(296, 608, 1196, 4226)",52
"(50, 1196, 2858, 4226)",52
"(260, 296, 593, 1198, 2571, 2762)",52
"(47, 260, 296, 2858, 4226)",52
"(50, 318, 1196, 2329, 2571)",52
"(47, 260, 296, 356, 589, 1196, 2571)",52
"(47, 318, 527, 1196, 2571)",52
"(318, 608, 1200)",52
"(32, 260, 608, 1265)",52
"(260, 541, 1036, 1210)",52
"(260, 541, 1036, 1196, 1210)",52
"(541, 593, 1291)",52
"(1196, 1214, 4306)",52
"(318, 608, 2571, 2858, 4226)",52
"(296, 608, 2571, 2858, 4226)",52
"(296, 592, 1240, 2571)",52
"(260, 589, 858, 1196, 1210, 1221, 2571)",52
"(608, 1196, 1210, 4226)",52
"(1198, 2571, 44191)",52
"(296, 356, 589, 1196, 1210, 2858)",52
"(260, 589, 593, 1196, 1210, 2571, 2858)",52
"(50, 318, 44191)",52
"(1, 1097, 1196, 1198)",52
"(260, 356, 1196, 1210, 1214, 2762)",52
"(356, 1210, 1214, 2571, 2762)",52
"(260, 356, 1210, 1214, 2762)",52
"(296, 1196, 1210, 1214, 2762)",52
"(50, 858, 1196, 1210, 1221, 2571)",52
"(50, 260, 858, 1196, 1210, 1221, 2571)",52
"(318, 589, 1196, 1210, 2858)",52
"(50, 260, 296, 608, 1089, 1196, 1213)",52
"(47, 296, 608, 2571, 4226)",52
"(47, 356, 608, 4226)",52
"(296, 608, 1089, 1198, 1213)",52
"(32, 608, 1210, 1265)",52
"(296, 608, 858, 1265)",52
"(260, 608, 858, 1265)",52
"(110, 296, 1196, 1291, 2571)",52
"(608, 1210, 2571, 2716)",52
"(356, 608, 1210, 2716)",52
"(260, 608, 1210, 2571, 2716)",52
"(50, 260, 296, 318, 593, 2329)",52
"(50, 260, 593, 2329, 2571)",52
"(50, 260, 296, 356, 2329)",52
"(110, 296, 1196, 1210, 1291, 2571)",52
"(110, 1196, 1198, 1291, 2571)",52
"(47, 318, 608, 2571, 4226)",52
"(608, 1210, 2571, 4226)",52
"(260, 608, 1210, 4226)",52
"(260, 527, 1196, 1210, 2858)",52
"(296, 1210, 1214, 2762)",52
"(593, 1210, 1214, 2762)",52
"(50, 858, 1196, 1198, 1210, 1221)",52
"(1, 260, 1097, 1196, 1198)",52
"(50, 260, 858, 1196, 1198, 1210, 1221)",52
"(47, 858, 1210, 1221)",52
"(47, 260, 858, 1210, 1221)",52
"(47, 858, 1196, 1210, 1221)",52
"(47, 260, 858, 1196, 1210, 1221)",52
"(356, 1196, 1210, 1214, 2571, 2762)",52
"(260, 318, 593, 1222)",52
"(260, 318, 1222, 2571)",52
"(356, 592, 1240)",52
"(260, 296, 589, 592, 1240)",52
"(260, 589, 592, 593, 1240)",52
"(356, 1196, 1210, 8360)",52
"(1240, 1265, 2571, 2858)",52
"(260, 356, 1210, 1240, 1265, 2571)",52
"(110, 260, 1196, 1198, 1291, 2571)",52
"(47, 110, 1291)",52
"(110, 318, 1210, 1291)",52
"(110, 296, 356, 1210, 1291)",52
"(260, 1196, 1200, 1210, 2762)",52
"(1200, 4226)",52
"(296, 1210, 1270, 2115)",52
"(318, 356, 593, 1222)",52
"(260, 1196, 1270, 4963)",52
"(47, 1214, 2762, 2858)",52
"(260, 356, 589, 1196, 1210, 2571, 2858)",52
"(47, 1240, 1291)",52
"(296, 356, 1210, 1240, 1291)",52
"(50, 593, 858, 1196, 1198)",52
"(260, 296, 1210, 1270, 2115)",52
"(296, 589, 1198, 2571, 2762)",52
"(260, 318, 589, 1198, 1240)",52
"(110, 260, 296, 1210, 1291, 2571)",52
"(110, 260, 1198, 1291, 2571)",52
"(50, 318, 356, 2858, 4226)",52
"(50, 296, 356, 2858, 4226)",52
"(47, 296, 608, 2858, 4226)",52
"(296, 318, 593, 2571, 58559)",52
"(1210, 1291, 4963)",52
"(1196, 1210, 1291, 4963)",52
"(260, 356, 1196, 1214, 2571, 2762)",52
"(593, 1097, 2858)",52
"(47, 260, 1196, 1214, 2762)",52
"(260, 318, 356, 1222)",52
"(260, 1097, 1196, 2858)",52
"(589, 593, 1196, 1214, 2762)",52
"(1, 296, 1196, 1210, 2571, 2858)",52
"(1, 296, 356, 1196, 1210, 2858)",52
"(50, 296, 593, 608, 1089, 1213)",52
"(260, 1196, 1214, 2762, 2858)",52
"(1, 356, 1196, 1210, 2571, 2858)",52
"(1, 260, 593, 1196, 1210, 2858)",52
"(296, 318, 2571, 44191)",52
"(260, 593, 1196, 1214, 2571, 2762)",52
"(356, 589, 1196, 1214, 2762)",52
"(1198, 1214, 2571, 2762)",52
"(296, 589, 592, 1196, 1240)",52
"(589, 592, 593, 1196, 1240)",52
"(592, 1198, 1240, 2571)",52
"(296, 608, 648)",52
"(296, 318, 1197, 1265)",52
"(296, 1197, 1265, 2571)",52
"(50, 260, 318, 2858, 4226)",52
"(260, 589, 1136, 1196, 1210, 1240, 2571)",52
"(1136, 1198, 1210, 1240)",52
"(260, 1136, 1198, 1210, 1240)",52
"(1136, 1196, 1198, 1210, 1240)",52
"(260, 1136, 1196, 1198, 1210, 1240)",52
"(260, 608, 2571, 2716)",52
"(260, 356, 608, 2716)",52
"(50, 260, 296, 2858, 4226)",52
"(50, 296, 318, 1210, 2858)",52
"(50, 296, 593, 1210, 2858)",52
"(260, 541, 1198, 1291)",52
"(260, 541, 1196, 1198, 1291)",52
"(356, 1097, 2858)",52
"(1198, 8360)",52
"(110, 1198, 1210, 1291, 2571)",52
"(110, 260, 1198, 1210, 1291, 2571)",52
"(260, 356, 4878)",52
"(296, 1196, 4878)",52
"(50, 296, 318, 593, 2858, 4226)",52
"(260, 593, 1196, 1198, 2571, 2762)",52
"(260, 1196, 1210, 1270, 4963)",52
"(1270, 4306, 4963)",52
"(110, 2571, 4963)",52
"(589, 593, 1214, 2571, 2762)",52
"(260, 296, 589, 1214, 2762)",52
"(318, 1196, 1214, 2762)",52
"(260, 318, 356, 58559)",52
"(260, 296, 356, 2571, 58559)",52
"(608, 1089, 1196, 1213, 2571)",52
"(589, 1196, 1198, 1270, 2115)",52
"(1, 260, 1198, 2571, 2762)",52
"(260, 296, 318, 1196, 2571, 2858, 4226)",52
"(260, 296, 4878)",52
"(110, 1196, 1198, 1210, 1291, 2571)",52
"(110, 260, 1196, 1198, 1210, 1291, 2571)",52
"(296, 356, 4306, 8360)",52
"(260, 356, 1196, 1210, 1240, 1265, 2571)",52
"(260, 296, 593, 608, 1089, 1213)",52
"(50, 296, 58559)",52
"(260, 356, 1097, 1210, 2571)",52
"(318, 541, 1214)",52
"(50, 593, 1210, 2571, 2858)",52
"(50, 356, 1210, 2571, 2858)",52
"(50, 296, 608, 1089, 1213, 2571)",52
"(296, 1196, 1210, 1240, 1265, 2571)",52
"(47, 318, 589, 593, 1196)",52
"(296, 589, 1210, 1240, 1265)",52
"(110, 260, 589, 1214)",52
"(110, 296, 1196, 1214)",52
"(260, 589, 1136, 1210, 1240, 1291)",52
"(589, 1136, 1196, 1210, 1240, 1291)",52
"(593, 1196, 1197, 1265)",52
"(260, 296, 356, 858, 1196, 1198, 2571)",52
"(1197, 4963)",52
"(260, 296, 593, 1214, 2571, 2762)",52
"(296, 593, 1097, 1210)",52
"(296, 318, 593, 1214, 2762)",52
"(318, 1214, 2571, 2762)",52
"(589, 2571, 58559)",52
"(260, 589, 1198, 1270, 2115)",52
"(1, 260, 1198, 1270, 2115)",52
"(318, 1196, 1197, 1265)",52
"(260, 589, 1136, 1196, 1210, 1240, 1291)",52
"(50, 296, 356, 593, 2329)",52
"(110, 1036, 1291)",52
"(47, 260, 318, 356, 593, 1196, 2571)",52
"(588, 8360)",52
"(110, 1214, 1291)",52
"(110, 356, 1196, 1214, 2571)",52
"(50, 260, 589, 1210, 2858)",52
"(2115, 2571, 5349)",52
"(356, 593, 1214, 2571, 2762)",52
"(1198, 1291, 4963)",52
"(260, 318, 608, 1089, 1213)",52
"(260, 527, 858, 1196, 1198)",52
"(260, 356, 541, 1196, 1198)",52
"(50, 296, 541, 1198)",52
"(593, 1196, 2571, 2858, 4226)",52
"(260, 1089, 1200, 1210, 2571)",52
"(260, 1196, 1210, 2716, 4306)",52
"(2716, 4993)",52
"(260, 296, 589, 1136, 1210, 2571)",52
"(260, 356, 589, 1136, 1210, 2571)",52
"(858, 1221, 4993)",52
"(260, 589, 858, 1196, 1210, 1214)",52
"(593, 858, 1210, 1214)",52
"(50, 1221, 2762)",52
"(47, 1221, 2762)",52
"(260, 296, 1097, 1210, 2571)",52
"(47, 296, 593, 58559)",52
"(296, 593, 1221, 2762)",52
"(50, 260, 296, 356, 1210, 2858)",52
"(260, 589, 1197, 1265)",52
"(47, 318, 2571, 58559)",52
"(318, 1196, 1198, 1200)",52
"(260, 318, 1196, 1198, 1200)",52
"(260, 592, 1210, 1240, 2571)",52
"(47, 296, 356, 58559)",52
"(296, 593, 44191)",52
"(50, 296, 356, 1196, 1210, 2858)",52
"(50, 260, 318, 1196, 1210, 2858)",52
"(858, 1198, 1221, 2762)",52
"(858, 1221, 4306)",52
"(318, 2571, 2858, 58559)",52
"(296, 2571, 2858, 58559)",52
"(356, 2858, 58559)",52
"(110, 260, 356, 1196, 1214)",52
"(110, 1198, 1214)",52
"(110, 260, 356, 1210, 1214)",52
"(110, 589, 1196, 1210, 1214)",52
"(1196, 1210, 4306, 8360)",52
"(4993, 8360)",52
"(1270, 8360)",52
"(1, 356, 4306, 8360)",52
"(260, 1210, 4306, 8360)",52
"(356, 608, 1196, 1200)",52
"(1, 1196, 1198, 1270, 2115)",52
"(318, 858, 1214, 2858)",52
"(858, 1196, 1214, 2858)",52
"(260, 858, 1196, 1214, 2858)",52
"(356, 1097, 1196, 1210, 2571)",52
"(260, 318, 1097, 1196, 1210)",52
"(296, 356, 858, 1196, 1198, 2571)",52
"(260, 318, 593, 858, 1196, 1198)",52
"(296, 593, 1196, 1222)",52
"(296, 593, 1221, 4226)",52
"(260, 1221, 4226)",52
"(592, 1196, 1210, 1240, 2571)",52
"(296, 356, 1196, 1222, 2571)",52
"(296, 858, 2571, 58559)",52
"(50, 296, 1221, 4226)",52
"(356, 589, 1198, 1240, 1291)",52
"(1, 589, 1198, 1240, 1291)",52
"(50, 589, 1196, 1210, 2858)",52
"(356, 2762, 58559)",52
"(1196, 1210, 4306, 4963)",52
"(318, 1210, 58559)",52
"(296, 4226, 4963)",52
"(260, 589, 1136, 1196, 1240, 1291)",52
"(1136, 1198, 1240, 1291)",52
"(110, 260, 356, 1196, 1210, 1214)",52
"(260, 589, 1196, 1198, 1270, 2115)",52
"(260, 608, 1196, 1200, 2571)",52
"(260, 296, 318, 1198, 1240)",52
"(1, 2858, 4226)",52
"(110, 296, 356, 1270, 2571)",52
"(110, 260, 318, 1270)",52
"(110, 260, 296, 1270)",52
"(260, 1210, 2571, 2716, 4306)",52
"(1196, 1210, 2716, 4306)",52
"(260, 589, 1136, 1240, 1291)",52
"(1089, 1213, 2571, 4226)",52
"(593, 4226, 58559)",52
"(858, 1198, 1214, 2571)",52
"(356, 858, 1198, 1214)",52
"(593, 858, 1221, 4226)",52
"(356, 858, 1221, 4226)",52
"(260, 8360, 8961)",52
"(110, 318, 1196, 1270)",52
"(110, 296, 1196, 1270)",52
"(296, 608, 1196, 1200)",52
"(260, 318, 356, 2858, 4226)",52
"(260, 356, 4306, 4963)",52
"(1, 260, 1196, 1240, 1291, 2571)",52
"(593, 1198, 1240, 1291)",52
"(296, 1198, 1240, 1291, 2571)",52
"(296, 589, 1198, 1240, 1291)",52
"(1097, 1198, 1210, 2571)",52
"(50, 260, 296, 858, 1214)",52
"(296, 858, 1198, 1214)",52
"(318, 1089, 1213, 4226)",52
"(1, 260, 1196, 1198, 1270, 2115)",52
"(260, 1210, 4878)",52
"(50, 318, 356, 1222)",52
"(318, 527, 858, 1198)",52
"(260, 1196, 4306, 4963)",52
"(260, 1210, 4306, 4963)",52
"(2858, 4226, 58559)",52
"(296, 318, 4226, 58559)",52
"(47, 50, 858, 1089, 1213)",52
"(50, 296, 593, 1222)",52
"(260, 318, 858, 1196, 1214, 2571)",52
"(2571, 2628, 5349)",52
"(2571, 4896, 5349)",52
"(260, 296, 593, 1196, 1222)",52
"(260, 4886, 8360)",52
"(318, 4306, 4886, 8360)",52
"(2571, 4306, 4886, 8360)",52
"(356, 8360, 8961)",52
"(1193, 4878)",52
"(318, 356, 593, 2571, 2858, 4226)",52
"(527, 593, 2858, 4226)",52
"(260, 318, 1198, 1240, 2571)",52
"(260, 296, 356, 1198, 1240, 2571)",52
"(1, 110, 260, 1196, 1270)",52
"(527, 1196, 2329)",52
"(593, 2858, 4878)",52
"(356, 2858, 4878)",52
"(1196, 4896, 5349)",52
"(296, 593, 1136, 1291)",52
"(1, 858, 1214)",52
"(260, 589, 1097, 1196, 1210, 2571)",52
"(47, 1097, 1210)",52
"(260, 1097, 1198, 1210, 2571)",52
"(318, 858, 1196, 1214, 2571)",52
"(110, 296, 1210, 1270, 2571)",52
"(589, 1136, 1210, 1240, 1291)",52
"(110, 356, 589, 1270)",52
"(110, 260, 296, 1210, 1270)",52
"(260, 296, 318, 593, 2858, 4226)",52
"(356, 589, 1196, 1210, 1240, 1265)",52
"(1196, 2762, 4963)",52
"(1, 595, 2571)",52
"(1, 260, 356, 595)",52
"(595, 1196, 2571)",52
"(260, 356, 858, 1214, 2571)",52
"(296, 356, 1196, 1198, 1210, 2858)",52
"(1, 296, 1196, 1240, 1291)",52
"(260, 4896, 5349)",52
"(260, 296, 356, 2858, 4226)",52
"(260, 356, 2571, 2858, 4226)",52
"(260, 296, 356, 1196, 1198, 1210, 2858)",52
"(1, 1196, 1198, 1210, 2858)",52
"(608, 1036, 1136)",52
"(1, 1097, 1198, 1210)",52
"(1, 260, 1097, 1198, 1210)",52
"(32, 260, 1196, 1214, 2571)",52
"(32, 260, 589, 1196, 1214)",52
"(32, 1198, 1214)",52
"(260, 318, 593, 858, 1214)",52
"(356, 595, 1196)",52
"(780, 1196, 4963)",52
"(260, 780, 1196, 4963)",52
"(318, 593, 858, 1196, 1198)",52
"(47, 260, 1198, 4226)",52
"(1196, 1210, 4878)",52
"(260, 1196, 1210, 4878)",52
"(356, 6377, 8360)",52
"(260, 296, 318, 593, 1196, 2329)",52
"(296, 589, 1196, 2329)",52
"(260, 589, 1196, 2329)",52
"(260, 1198, 2716, 4306)",52
"(1210, 2571, 2716, 4306)",52
"(260, 296, 1197, 1198, 1265)",52
"(260, 356, 589, 1196, 1198, 2762)",52
"(50, 296, 1198, 2762)",52
"(50, 296, 593, 858, 1089, 1213)",52
"(50, 858, 1089, 1213, 2571)",52
"(296, 858, 4963)",52
"(260, 858, 4963)",52
"(356, 595, 1210)",52
"(32, 260, 1196, 1210, 1214, 2571)",52
"(32, 589, 1196, 1210, 1214)",52
"(260, 541, 593, 1214)",52
"(260, 356, 1197, 1198, 1265)",52
"(1089, 1196, 1200, 1214, 2571)",52
"(260, 1089, 1196, 1200, 1214)",52
"(260, 589, 1196, 1197, 1265)",52
"(110, 296, 1196, 1210, 1270)",52
"(47, 296, 318, 356, 593, 1196)",52
"(356, 1198, 1270, 2115, 2571)",52
"(296, 318, 858, 1214, 2571)",52
"(593, 608, 1196, 1221)",52
"(356, 608, 1196, 1221)",52
"(260, 589, 780, 1210, 1214)",52
"(32, 47, 1214)",52
"(32, 260, 1210, 1214, 2571)",52
"(32, 260, 589, 1210, 1214)",52
"(356, 595, 2571)",52
"(318, 541, 1136)",52
"(1, 2716, 4306)",52
"(260, 1196, 2571, 2716, 4306)",52
"(1, 110, 260, 1196, 1210, 1270)",52
"(47, 50, 296, 593, 4226)",52
"(47, 50, 296, 318, 2571, 4226)",52
"(592, 1198, 1210, 1240)",52
"(260, 592, 1198, 1210, 1240)",52
"(592, 1196, 1198, 1210, 1240)",52
"(260, 592, 1196, 1198, 1210, 1240)",52
"(356, 2571, 2762, 4963)",52
"(260, 356, 595, 1210)",52
"(260, 318, 858, 1089, 1213)",52
"(260, 593, 858, 1089, 1213)",52
"(47, 260, 318, 1210, 2858)",52
"(1, 260, 1196, 1198, 1210, 2858)",52
"(356, 5349, 5418)",52
"(47, 260, 318, 1210, 2571, 2858)",52
"(356, 5349, 6377)",52
"(50, 1196, 1198, 1210, 2858)",52
"(50, 260, 1196, 1198, 1210, 2858)",52
"(296, 356, 1196, 1240, 1291)",52
"(296, 589, 1196, 1240, 1291, 2571)",52
"(47, 260, 593, 1210, 2571, 2858)",52
"(32, 318, 1214)",52
"(356, 589, 858, 1198)",52
"(260, 592, 1196, 1210, 1240, 2571)",52
"(260, 589, 1270, 2115, 2571)",52
"(356, 4226, 4878)",52
"(4878, 58559)",52
"(1214, 4878)",52
"(356, 589, 1196, 1198, 2762)",52
"(1089, 2858, 4878)",52
"(2329, 4878)",52
"(1, 1196, 1197, 1198, 1265)",52
"(1, 260, 1196, 1197, 1198, 1265)",52
"(110, 858, 1270)",52
"(6874, 8360)",52
"(110, 1198, 1270, 1291)",52
"(1, 47, 593, 2571)",52
"(50, 356, 589, 1196, 1240)",52
"(318, 593, 1198, 1240)",52
"(260, 296, 858, 1089, 1196, 1213)",52
"(260, 592, 1097)",52
"(260, 593, 608, 1196, 1221)",52
"(260, 356, 608, 1196, 1221)",52
"(260, 780, 1198, 1214)",52
"(780, 1196, 1198, 1214)",52
"(47, 296, 593, 1196, 4226)",52
"(296, 1196, 1270, 2115)",52
"(47, 260, 356, 1196, 2571, 4226)",52
"(1, 47, 356, 593)",52
"(1, 47, 260, 356, 2571)",52
"(1, 47, 527)",52
"(110, 260, 589, 1196, 1210, 1270)",52
"(260, 296, 318, 593, 1193)",52
"(260, 296, 318, 593, 858, 1198)",52
"(260, 296, 593, 858, 1198, 2571)",52
"(318, 593, 858, 1089, 1213)",52
"(318, 588, 589, 595)",52
"(47, 260, 589, 1210, 2571, 2858)",52
"(47, 260, 318, 1196, 1210, 2858)",52
"(296, 858, 1089, 1196, 1213)",52
"(47, 50, 356, 4226)",52
"(260, 296, 1196, 1270, 2115)",52
"(1, 260, 2329)",52
"(296, 318, 356, 1196, 2329)",52
"(356, 593, 1196, 2329)",52
"(110, 1270, 1291, 2571)",52
"(110, 356, 1270, 1291)",52
"(50, 260, 1196, 1240, 2571)",52
"(50, 589, 1196, 1240, 2571)",52
"(260, 608, 1200, 1210, 2571)",52
"(50, 260, 296, 589, 1240)",52
"(47, 260, 318, 1196, 1210, 2571, 2858)",52
"(541, 608, 1214)",52
"(296, 541, 1270)",52
"(318, 356, 858, 1198, 2571)",52
"(296, 356, 780, 1240)",52
"(47, 296, 318, 356, 2571, 2762)",52
"(296, 318, 527, 2329, 2571)",52
"(296, 356, 527, 2329, 2571)",52
"(260, 296, 527, 2329)",52
"(2571, 4878, 6874)",52
"(858, 1196, 1210, 2716)",52
"(588, 595, 1196)",52
"(1, 588, 592, 595)",52
"(260, 589, 592, 1214)",52
"(260, 589, 592, 1196, 1214)",52
"(260, 592, 1198, 1214)",52
"(592, 1196, 1198, 1214)",52
"(260, 592, 1196, 1198, 1214)",52
"(589, 780, 1214, 2571)",52
"(47, 260, 296, 356, 2571, 4226)",52
"(2571, 4878, 7361)",52
"(47, 260, 593, 1196, 4226)",52
"(47, 356, 1210, 1214)",52
"(296, 608, 1210, 1221)",52
"(780, 2571, 4963)",52
"(32, 296, 1089, 1213)",52
"(50, 1196, 1200, 2571)",52
"(47, 260, 589, 1196, 1210, 2571, 2858)",52
"(47, 50, 1210, 2858)",52
"(47, 1198, 1210, 2571, 2858)",52
"(47, 260, 1198, 1210, 2571, 2858)",52
"(47, 1196, 1198, 1210, 2571, 2858)",52
"(47, 260, 1196, 1198, 1210, 2571, 2858)",52
"(1, 260, 595, 1196, 1210)",52
"(50, 296, 593, 1196, 1240)",52
"(318, 356, 593, 1193)",52
"(260, 1210, 2716, 2762)",52
"(356, 2571, 2716, 4306)",52
"(47, 356, 1196, 1210, 1214)",52
"(260, 858, 1196, 1210, 2716)",52
"(296, 2716, 2762)",52
"(589, 2716, 2762)",52
"(1197, 1198, 1210, 1265, 2571)",52
"(47, 296, 589, 2571, 4226)",52
"(589, 593, 2329)",52
"(260, 356, 593, 1193)",52
"(1, 260, 296, 1240, 1291)",52
"(47, 260, 593, 1196, 1210, 2571, 2858)",52
"(260, 296, 1196, 1210, 1214, 2571, 2858)",52
"(47, 1196, 1198, 1210, 1214)",52
"(47, 260, 1196, 1198, 1210, 1214)",52
"(588, 1097)",52
"(296, 858, 1097)",52
"(47, 296, 1210, 1214, 2571)",52
"(1, 318, 1193)",52
"(260, 296, 318, 1193, 2571)",52
"(541, 589, 1136)",52
"(296, 541, 1136, 1196)",52
"(47, 260, 356, 593, 2762)",52
"(47, 318, 589, 2762)",52
"(47, 589, 593, 2571, 2762)",52
"(260, 356, 4963, 5349)",52
"(150, 260, 318, 593)",52
"(47, 260, 589, 1196, 1210, 1214)",52
"(47, 1198, 1210, 1214)",52
"(47, 260, 1198, 1210, 1214)",52
"(50, 296, 1089, 1210, 1213)",52
"(50, 260, 1089, 1210, 1213)",52
"(50, 1089, 1196, 1210, 1213)",52
"(150, 296, 593, 2571)",52
"(593, 1198, 1259)",52
"(296, 356, 1193, 1196)",52
"(858, 1197, 1265)",52
"(260, 296, 608, 1197, 1265)",52
"(1, 296, 588, 595)",52
"(1, 356, 588, 595)",52
"(595, 608)",52
"(296, 1036, 1136, 1196, 1210)",52
"(1036, 1136, 1196, 1210, 2571)",52
"(356, 1036, 1136, 1196, 1210)",52
"(260, 296, 1036, 1136, 1196, 1210)",52
"(260, 1036, 1136, 1196, 1210, 2571)",52
"(260, 356, 1036, 1136, 1196, 1210)",52
"(260, 318, 1196, 1198, 1210, 1214)",52
"(150, 296, 318, 356, 593)",52
"(527, 593, 1193)",52
"(260, 296, 858, 2716)",52
"(260, 858, 2571, 2716)",52
"(260, 356, 858, 2716)",52
"(1, 2571, 4896)",52
"(47, 296, 1196, 1210, 1214, 2571)",52
"(32, 1097, 1196)",52
"(150, 260, 318, 2571)",52
"(260, 541, 1196, 1214, 2571)",52
"(260, 541, 1210, 1214)",52
"(356, 608, 1210, 1221)",52
"(260, 356, 1036, 1136, 1210)",52
"(356, 588, 589, 595)",52
"(260, 593, 4896)",52
"(47, 318, 356, 593, 4226)",52
"(47, 260, 356, 527, 2571)",52
"(47, 296, 527, 589, 593)",52
"(50, 593, 1089, 1213, 2858)",52
"(47, 1089, 1213, 2858)",52
"(50, 356, 1200)",52
"(50, 260, 1200, 2571)",52
"(260, 296, 356, 1210, 4963)",52
"(50, 318, 1089, 1213, 2858)",52
"(260, 318, 1198, 1210, 1214)",52
"(1, 1198, 1210, 1214, 2571)",52
"(1, 260, 1198, 1210, 1214, 2571)",52
"(318, 1196, 1198, 1210, 1214)",52
"(356, 858, 1097)",52
"(47, 260, 589, 1210, 1214)",52
"(50, 296, 1198, 4226)",52
"(296, 318, 589, 2329, 2571)",52
"(296, 356, 589, 2329)",52
"(260, 296, 589, 2329, 2571)",52
"(356, 1197, 1198, 1210, 1265)",52
"(260, 1197, 1198, 1210, 1265, 2571)",52
"(260, 356, 1197, 1198, 1210, 1265)",52
"(1, 1197, 1198, 1210, 1265)",52
"(1, 260, 1197, 1198, 1210, 1265)",52
"(858, 1198, 2716)",52
"(608, 1196, 1240, 1265)",52
"(608, 1210, 1240, 1265)",52
"(50, 296, 593, 1193)",52
"(47, 356, 589, 2571, 2762)",52
"(260, 356, 1210, 5349, 5445)",52
"(356, 1196, 1210, 5349, 5445)",52
"(260, 1196, 1210, 2571, 5349, 5445)",52
"(4306, 5349, 5445)",52
"(150, 260, 296, 356)",52
"(608, 1198, 1210, 1221)",52
"(260, 356, 1193, 1198)",52
"(780, 1196, 1210, 2716)",52
"(260, 780, 1196, 1210, 2716)",52
"(32, 296, 2716)",52
"(47, 260, 296, 589, 2571, 2762)",52
"(47, 260, 356, 589, 2762)",52
"(260, 318, 1196, 1210, 4963)",52
"(260, 296, 1196, 1210, 4963)",52
"(296, 356, 593, 2571, 2959)",52
"(260, 318, 593, 2959)",52
"(260, 608, 1198, 1210, 1221)",52
"(296, 608, 858, 1221, 2571)",52
"(318, 1198, 1210, 1214)",52
"(50, 260, 296, 1196, 1200)",52
"(260, 780, 1097, 1210)",52
"(260, 318, 356, 1198, 4226)",52
"(1, 260, 589, 780, 1240)",52
"(593, 780, 1196, 1240)",52
"(260, 356, 593, 2959)",52
"(260, 296, 356, 2571, 2959)",52
"(1, 260, 589, 1196, 1210, 1214)",52
